

"NE Operation Log Records_20210611_184457"
"Save Time: 2021-06-11 18:45:07"
"User Name:admin"
""

"Total 3,099 Records"

"User","User Type","Terminal","Start Time","End Time","Result","Command","Rollback Command","Information","NE Type","NE Name"
hmogasa,EMS,192.168.104.37,2021-05-07 17:49:16,2021-05-07 17:49:16,Succeeded,"LGI REQUEST:OP=""hmogasa"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;*****************************************************************************************************************************"",NEW=""********************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 17:30:15,2021-05-07 17:30:15,Succeeded,"quit*****************************************************************************************************************************"",NEW=""********************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 14:02:12,2021-05-07 14:02:12,Succeeded,"CRE TRC_USER:OP=MSISDN,MSISDN=""255754710287"",MT=GTPC-1&AAA-1&SCEF-1&UP-1&DOWN-1&LPUv4_UP-1&LPUv4_DOWN-1&GY-1&PPP-1&L2TP-1&GX-1&GXC-1&DHCPV4-1&DHCPV6-1&IPV6-1&S6B-1&PMIPV6-1&ICAP-1&S18-1&EMS_SIGNALING-1&EMS_SA-1&EMS_DROP_DATA-1&MSE_UP-1&MSE_DOWN-1&EMS_MSE_DROP_DATA-1&NAP_UP-1&NAP_DOWN-1&EMS_WO_DATA-1&EMS_VO_DATA-1&EMS_NAP_DROP_DATA-1&EMS_MSE_TCPPROXY-1&EMS_MSE_MSD-1&EMS_ICAP_MESSAGE-1&EMS_RESERVE-1&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 13:43:10,2021-05-07 13:43:10,Succeeded,"CRE TRC_USER:OP=MSISDN,MSISDN=""255754710287"",MT=GTPC-1&AAA-1&SCEF-1&UP-1&DOWN-1&LPUv4_UP-1&LPUv4_DOWN-1&GY-1&PPP-1&L2TP-1&GX-1&GXC-1&DHCPV4-1&DHCPV6-1&IPV6-1&S6B-1&PMIPV6-1&ICAP-1&S18-1&EMS_SIGNALING-1&EMS_SA-1&EMS_DROP_DATA-1&MSE_UP-1&MSE_DOWN-1&EMS_MSE_DROP_DATA-1&NAP_UP-1&NAP_DOWN-1&EMS_WO_DATA-1&EMS_VO_DATA-1&EMS_NAP_DROP_DATA-1&EMS_MSE_TCPPROXY-1&EMS_MSE_MSD-1&EMS_ICAP_MESSAGE-1&EMS_RESERVE-1&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 13:22:12,2021-05-07 13:22:12,Succeeded,"CRE TRC_USER:OP=MSISDN,MSISDN=""255754710287"",MT=GTPC-1&AAA-1&SCEF-1&UP-1&DOWN-1&LPUv4_UP-1&LPUv4_DOWN-1&GY-1&PPP-1&L2TP-1&GX-1&GXC-1&DHCPV4-1&DHCPV6-1&IPV6-1&S6B-1&PMIPV6-1&ICAP-1&S18-1&EMS_SIGNALING-1&EMS_SA-1&EMS_DROP_DATA-1&MSE_UP-1&MSE_DOWN-1&EMS_MSE_DROP_DATA-1&NAP_UP-1&NAP_DOWN-1&EMS_WO_DATA-1&EMS_VO_DATA-1&EMS_NAP_DROP_DATA-1&EMS_MSE_TCPPROXY-1&EMS_MSE_MSD-1&EMS_ICAP_MESSAGE-1&EMS_RESERVE-1&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 12:59:32,2021-05-07 12:59:32,Succeeded,"quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 12:59:13,2021-05-07 12:59:13,Succeeded,"SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 12:59:10,2021-05-07 12:59:10,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=3593655387;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
hmogasa,EMS,192.168.104.37,2021-05-07 12:26:19,2021-05-07 12:26:19,Succeeded,"LGI REQUEST:OP=""hmogasa"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:03:24,2021-05-07 12:03:24,Succeeded,"refresh-service&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:03:20,2021-05-07 12:03:20,Succeeded,"rule-binding rl_mpesa_merchant_app_zr_he priority 1000&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:02:51,2021-05-07 12:02:51,Succeeded,"quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:02:50,2021-05-07 12:02:50,Succeeded,"user-profile internet_services&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:02:39,2021-05-07 12:02:39,Succeeded,"rule rl_mpesa_merchant_app_zr_he filter-group fg_mpesa_merchant_app service-category-group cg_rg888_mpesa_merchant_app priority 1000&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:02:16,2021-05-07 12:02:16,Succeeded,"undo category-group cg_rg400_mpesa_merchant_app&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:02:01,2021-05-07 12:02:01,Succeeded,"undo l7-info l7i_mpesa_merchant_app_02&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 08:55:24,2021-05-07 08:55:24,Succeeded,"LST MUSTMODPWD:OP=""minjaj"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 08:07:38,2021-05-07 08:07:38,Succeeded,"CRE TRC_USER:OP=MSISDN,MSISDN=""255746738922"",MT=GTPC-1&AAA-1&SCEF-1&UP-1&DOWN-1&LPUv4_UP-1&LPUv4_DOWN-1&GY-1&PPP-1&L2TP-1&GX-1&GXC-1&DHCPV4-1&DHCPV6-1&IPV6-1&S6B-1&PMIPV6-1&ICAP-1&S18-1&EMS_SIGNALING-1&EMS_SA-1&EMS_DROP_DATA-1&MSE_UP-1&MSE_DOWN-1&EMS_MSE_DROP_DATA-1&NAP_UP-1&NAP_DOWN-1&EMS_WO_DATA-1&EMS_VO_DATA-1&EMS_NAP_DROP_DATA-1&EMS_MSE_TCPPROXY-1&EMS_MSE_MSD-1&EMS_ICAP_MESSAGE-1&EMS_RESERVE-1&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 08:05:18,2021-05-07 08:05:18,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.15.202---O&M System"",AUTHTYPE=CHAP,RAND=""D656AF01BE8B5346E26880CC4255AB5C"",SID=3593655387;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 08:55:22,2021-05-07 08:55:22,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.15.202---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=UNLOCK,RAND=""AC2C0A53B4C1B26367E1C7E184D49E0E"",SID=3593655387;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
EMS\vmhina,EMS,192.168.104.37,2021-05-21 09:50:07,2021-05-21 09:50:07,Failed,"DSP MMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043292"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 15:54:00,2021-05-21 15:54:00,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043243"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 15:53:38,2021-05-21 15:53:39,Failed,"DSP MMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043243"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 09:49:58,2021-05-21 09:49:58,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043292"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
sshirima,EMS,192.168.104.37,2021-05-07 12:02:01,2021-05-07 12:02:01,Succeeded,"undo l7-info-group l7ig_mpesa_merchant_app l7-info l7i_mpesa_merchant_app_02&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:00:52,2021-05-07 12:00:52,Succeeded,"quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:00:50,2021-05-07 12:00:50,Succeeded,"user-profile crn_abovethreshold&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 11:59:30,2021-05-07 11:59:30,Succeeded,"quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 11:59:16,2021-05-07 11:59:16,Succeeded,"user-profile internet_services&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 11:26:04,2021-05-07 11:26:04,Succeeded,"user-profile internet_services&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 11:25:44,2021-05-07 11:25:44,Succeeded,"system-view&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 11:22:14,2021-05-07 11:22:14,Succeeded,"LGI:op=""sshirima"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""192.168.104.37---O&M System"",AUTHTYPE=CHAP,RAND=""F0CD1BD8B73E5A762ADFF736396D68DE"",SID=3160754364;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 11:22:02,2021-05-07 11:22:02,Succeeded,"LST MUSTMODPWD:OP=""sshirima"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 11:21:54,2021-05-07 11:21:54,Succeeded,"LGI:OP=""sshirima"",PWD =""*****"",SER=""192.168.104.37---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""34EE4D7E4ADD7A96B2875BD27E8A685D"",SID=3160754364;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 11:20:11,2021-05-07 11:20:11,Failed,"LGI:OP=""sshirima"",PWD =""*****"",SER=""192.168.104.37---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""DDC302C11077015A30C2A8E2E8AEAC1D"",SID=3938210120;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Invalid user name or password,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-07 11:19:55,2021-05-07 11:19:55,Failed,"LGI:OP=""sshirima"",PWD =""*****"",SER=""192.168.104.37---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""4A358D18F9C90DA75428FAD9D18A7E92"",SID=3662852759;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Invalid user name or password,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 11:18:28,2021-05-07 11:18:28,Succeeded,"system-view&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 11:16:40,2021-05-07 11:16:40,Succeeded,"ping -a 10.140.34.254 -vpn-instance EPC_IPSEC_TRAFFIC 102.69.165.103&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 11:16:00,2021-05-07 11:16:00,Succeeded,"ping -a 10.140.34.254 -vpn-instance EPC_IPSEC_TRAFFIC 102.69.165.103&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 11:15:10,2021-05-07 11:15:10,Succeeded,"quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 11:14:56,2021-05-07 11:14:56,Succeeded,"ip binding vpn-instance EPC_IPSEC_TRAFFIC&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 11:14:19,2021-05-07 11:14:19,Succeeded,"system-view&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.202,2021-05-07 11:08:58,2021-05-07 11:08:58,Succeeded,"SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
Unspecified,Local,10.10.87.93,2021-05-07 09:29:20,2021-05-07 09:29:20,Succeeded,"QUIT&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
Unspecified,Local,10.10.87.93,2021-05-07 09:38:58,2021-05-07 09:38:58,Succeeded,"QUIT&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Mbezi_UGW
Unspecified,Local,10.10.87.93,2021-05-14 09:18:49,2021-05-14 09:18:49,Succeeded,"QUIT&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
Unspecified,Local,10.10.87.93,2021-05-14 09:27:39,2021-05-14 09:27:39,Succeeded,"QUIT&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Mbezi_UGW
Unspecified,Local,10.10.87.93,2021-05-21 18:19:16,2021-05-21 18:19:16,Succeeded,"QUIT&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
Unspecified,Local,10.10.87.93,2021-05-21 18:18:45,2021-05-21 18:18:45,Succeeded,"QUIT&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
Unspecified,Local,10.10.87.93,2021-05-21 09:42:36,2021-05-21 09:42:36,Succeeded,"QUIT&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Kwale_UGW
Unspecified,Local,10.10.87.93,2021-05-21 18:19:46,2021-05-21 18:19:46,Succeeded,"QUIT&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Mbezi_UGW
Unspecified,Local,10.10.87.93,2021-05-21 09:51:27,2021-05-21 09:51:27,Succeeded,"QUIT&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Execution succeeded,UGW,Mbezi_UGW
admin,Local,192.168.104.37,2021-05-28 16:44:33,2021-05-28 16:44:33,Succeeded,"DSP IMSI: MSISDN=""255754710213"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Operation succeeded(0),USN,MbeziUS9810
admin,Local,192.168.104.37,2021-05-28 16:47:03,2021-05-28 16:47:03,Succeeded,"RMV USR: RMVOPTION=BYIMSI, IMSI=""640044168970098"", DTMODE=EXPLICIT, DTTYPE=Re-attach_Not_Required;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Operation succeeded(0),USN,MbeziUS9810
admin,Local,192.168.104.37,2021-05-28 16:35:22,2021-05-28 16:35:22,Succeeded,"DSP IMSI: MSISDN=""255754711144"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Operation succeeded(0),USN,KwaleUSN9810
admin,Local,192.168.104.37,2021-05-28 16:36:15,2021-05-28 16:36:15,Succeeded,"RMV USR: RMVOPTION=BYIMSI, IMSI=""640045025524713"", DTMODE=EXPLICIT, DTTYPE=Re-attach_Not_Required;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Operation succeeded(0),USN,KwaleUSN9810
admin,Local,192.168.104.37,2021-05-28 16:36:34,2021-05-28 16:36:34,Failed,"RMV USR: RMVOPTION=BYIMSI, IMSI=""640045025524713"", DTMODE=EXPLICIT, DTTYPE=Re-attach_Not_Required;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;****************************************************************************************************************************************************************************************************************************************************"",CFM=""****************************************************************"",ENCRYPTPWD=Sha256WithRSA2048;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
